URL,Id,Input Name,First Name,Last Name,Current Eligible Year,Position,Height,Weight,Current Class,College,DOB,Jersey Number,Team
https://premium.pff.com/ncaa/players/2021/REGPO/darius-juju-williams/100694/snaps,100694,Darius Juju Williams,Darius,Juju Williams,2024,ED,603,,RF,,,D52,Middle Tennessee Blue Raiders
https://premium.pff.com/ncaa/players/2021/REGPO/clarence-hicks/100695/snaps,100695,Clarence Hicks,Clarence,Hicks,2022,LB,602,,SN,,,D9,UTSA Roadrunners
https://premium.pff.com/ncaa/players/2021/REGPO/esaias-carpenter/100700/snaps,100700,Esaias Carpenter,Esaias,Carpenter,2022,DI,604,,RJ,,,D90,Marshall Thundering Herd
https://premium.pff.com/ncaa/players/2021/REGPO/warren-sapp-ii/100702/snaps,100702,Warren Sapp II,Warren,Sapp II,2024,LB,601,,RF,,,D68,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/latrell-jean/100703/snaps,100703,Latrell Jean,Latrell,Jean,2024,DI,603,,RF,,,D96,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/asher-frow/100707/snaps,100707,Asher Frow,Asher,Frow,2025,DI,604,,F,,,D98,Kent State Golden Flashes
https://premium.pff.com/ncaa/players/2021/REGPO/kenneth-dotson/100709/snaps,100709,Kenneth Dotson,Kenneth,Dotson,2024,DI,603,,S,,,D99,North Texas Mean Green
https://premium.pff.com/ncaa/players/2021/REGPO/eriq-kitchen/100710/snaps,100710,Eriq Kitchen,Eriq,Kitchen,2022,DI,602,,SN,,,D2,Southern Miss Golden Eagles
https://premium.pff.com/ncaa/players/2021/REGPO/micario-stanley/100713/snaps,100713,Micario Stanley,Micario,Stanley,2022,DI,602,,RSN,,,D95,UAB Blazers
https://premium.pff.com/ncaa/players/2021/REGPO/dante-walker/100715/snaps,100715,Dante Walker,Dante,Walker,2024,DI,602,,RF,,,D55,Western Kentucky Hilltoppers
https://premium.pff.com/ncaa/players/2021/REGPO/carson-ramos/100716/snaps,100716,Carson Ramos,Carson,Ramos,2022,DI,603,,RJ,,,D51,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/jalen-rudolph/100719/snaps,100719,Jalen Rudolph,Jalen,Rudolph,2024,DI,602,,RF,,,D94,UTEP Miners
https://premium.pff.com/ncaa/players/2021/REGPO/tyre-bibby/100720/snaps,100720,Tyre Bibby,Tyre,Bibby,2022,DI,603,,RJ,,,D99,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/caliph-brice/100738/snaps,100738,Caliph Brice,Caliph,Brice,2022,LB,602,,SN,,,D9,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/eddie-williams/100742/snaps,100742,Eddie Williams,Eddie,Williams,2024,LB,601,,S,,,D3,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/antarrius-moultrie/100743/snaps,100743,Antarrius Moultrie,Antarrius,Moultrie,2024,LB,602,,RF,,,D59,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/kevin-wood/100748/snaps,100748,Kevin Wood,Kevin,Wood,2023,LB,600,,J,,,D21,North Texas Mean Green
https://premium.pff.com/ncaa/players/2021/REGPO/grayson-murphy/100749/snaps,100749,Grayson Murphy,Grayson,Murphy,2024,ED,602,,S,,,D9,North Texas Mean Green
https://premium.pff.com/ncaa/players/2021/REGPO/trevor-harmanson/100753/snaps,100753,Trevor Harmanson,Trevor,Harmanson,2022,LB,603,,SN,,,D15,UTSA Roadrunners
https://premium.pff.com/ncaa/players/2021/REGPO/ryan-henry/100758/snaps,100758,Ryan Henry,Ryan,Henry,2022,LB,602,,RJ,,,D8,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/cory-jackson/100759/snaps,100759,Cory Jackson,Cory,Jackson,2022,ED,604,,SN,,,D41,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/deondrick-harper/100776/snaps,100776,Deondrick Harper,Deondrick,Harper,2024,DI,604,,RF,,,D79,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/ej-jackson/100846/snaps,100846,E.J. Jackson,E.J.,Jackson,2024,S,602,,S,,,D21,Marshall Thundering Herd
https://premium.pff.com/ncaa/players/2021/REGPO/tyreke-james/100853/snaps,100853,Ty'reke James,Ty'reke,James,2022,S,511,,RJ,,,D3,UTEP Miners
https://premium.pff.com/ncaa/players/2021/REGPO/harrell-blackmon/100854/snaps,100854,Harrell Blackmon,Harrell,Blackmon,2022,S,511,,SN,,,D7,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/rtarriun-johnson/100855/snaps,100855,R'Tarriun Johnson,R'Tarriun,Johnson,2022,S,511,,RJ,,,D21,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/roman-ridley/100865/snaps,100865,Roman Ridley,Roman,Ridley,2024,ED,604,,RF,,,D39,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/romain-mungin/100870/snaps,100870,Romain Mungin,Romain,Mungin,2024,CB,509,,S,,,D20,Florida Atlantic Owls
https://premium.pff.com/ncaa/players/2021/REGPO/antavious-willis/100883/snaps,100883,Antavious Willis,Antavious,Willis,2024,WR,510,,RF,,,O11,Southern Miss Golden Eagles
https://premium.pff.com/ncaa/players/2021/REGPO/decorian-clark/100892/snaps,100892,Decorian Clark,Decorian,Clark,2023,WR,602,,J,,,88,UTSA Roadrunners
https://premium.pff.com/ncaa/players/2021/REGPO/luke-lindenfeldar/100899/snaps,100899,Luke Lindenfeldar,Luke,Lindenfeldar,2024,S,511,,RF,,,D35,Old Dominion Monarchs
https://premium.pff.com/ncaa/players/2021/REGPO/justin-harris/100902/snaps,100902,Justin Harris,Justin,Harris,2023,CB,600,,J,,,D4,Cincinnati Bearcats
https://premium.pff.com/ncaa/players/2021/REGPO/ahmad-gardner/100903/snaps,100903,Ahmad Gardner,Ahmad,Gardner,2022,CB,603,,J,,,D1,Cincinnati Bearcats
https://premium.pff.com/ncaa/players/2021/REGPO/damarion-williams/100904/snaps,100904,Damarion Williams,Damarion,Williams,2022,CB,510,,SN,,,D6,Houston Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/bj-gibson/100911/snaps,100911,BJ Gibson,BJ,Gibson,2023,CB,604,,RS,,,D36,South Carolina Gamecocks
https://premium.pff.com/ncaa/players/2021/REGPO/sam-westfall/100914/snaps,100914,Sam Westfall,Sam,Westfall,2023,CB,511,,J,,,D26,SMU Mustangs
https://premium.pff.com/ncaa/players/2021/REGPO/reggie-ellis/100916/snaps,100916,Reggie Ellis,Reggie,Ellis,2023,CB,600,,RS,,,D15,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/tyon-davis/100917/snaps,100917,Tyon Davis,Tyon,Davis,2022,CB,600,,SN,,,D0,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/ryan-nixon/100918/snaps,100918,Ryan Nixon,Ryan,Nixon,2023,CB,603,,J,,,D1,San Jose State Spartans
https://premium.pff.com/ncaa/players/2021/REGPO/jayden-curry/100926/snaps,100926,Jayden Curry,Jayden,Curry,2023,S,511,,RS,,,D15,USF Bulls
https://premium.pff.com/ncaa/players/2021/REGPO/jaquan-mcmillian/100931/snaps,100931,Ja'Quan McMillian,Ja'Quan,McMillian,2022,CB,509,,S,,,D21,East Carolina Pirates
https://premium.pff.com/ncaa/players/2021/REGPO/izaiah-ruffin/100933/snaps,100933,Izaiah Ruffin,Izaiah,Ruffin,2024,ED,606,,S,,,D54,Cincinnati Bearcats
https://premium.pff.com/ncaa/players/2021/REGPO/zach-hummel/100934/snaps,100934,Zach Hummel,Zach,Hummel,2025,DI,602,,F,,,E54,Miami (OH) RedHawks
https://premium.pff.com/ncaa/players/2021/REGPO/everitt-cunningham/100935/snaps,100935,Everitt Cunningham,Everitt,Cunningham,2022,ED,603,,G,,,D5,Southern Miss Golden Eagles
https://premium.pff.com/ncaa/players/2021/REGPO/joseph-anderson/100939/snaps,100939,Joseph Anderson,Joseph,Anderson,2023,DI,600,,J,,,D44,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/hakeem-ajijolaiya/100942/snaps,100942,Hakeem Ajijolaiya,Hakeem,Ajijolaiya,2024,DI,602,,RF,,,D50,Houston Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/olivier-charlespierre/100943/snaps,100943,Olivier Charles-Pierre,Olivier,Charles-Pierre,2022,DI,602,,SN,,,D99,Houston Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/atlias-bell/100944/snaps,100944,Atlias Bell,Atlias,Bell,2023,DI,601,,J,,,D93,Houston Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/wardalis-ducksworth/100946/snaps,100946,Wardalis Ducksworth,Wardalis,Ducksworth,2022,ED,604,,RSN,,,D97,Memphis Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/cooper-laake/100951/snaps,100951,Cooper Laake,Cooper,Laake,2023,DI,603,,RS,,,D95,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/tremon-morrisbrash/100952/snaps,100952,Tre'mon Morris-Brash,Tre'mon,Morris-Brash,2023,ED,602,,J,,,D33,UCF Knights
https://premium.pff.com/ncaa/players/2021/REGPO/noah-hancock/100953/snaps,100953,Noah Hancock,Noah,Hancock,2022,DI,604,,RSN,,,D91,UCF Knights
https://premium.pff.com/ncaa/players/2021/REGPO/rick-dabreu/100955/snaps,100955,Rick D'Abreu,Rick,D'Abreu,2024,ED,602,,S,,,D15,East Carolina Pirates
https://premium.pff.com/ncaa/players/2021/REGPO/dexter-manior/100959/snaps,100959,Dexter Manior,Dexter,Manior,2025,DI,602,,F,,,D91,Eastern Michigan Eagles
https://premium.pff.com/ncaa/players/2021/REGPO/jarius-warren/100960/snaps,100960,J'arius Warren,J'arius,Warren,2022,ED,601,,SN,,,D94,Navy Midshipmen
https://premium.pff.com/ncaa/players/2021/REGPO/blake-green/100962/snaps,100962,Blake Green,Blake,Green,2022,ED,601,,G,,,D17,USF Bulls
https://premium.pff.com/ncaa/players/2021/REGPO/kevin-robertson/100964/snaps,100964,Kevin Robertson,Kevin,Robertson,2022,DI,602,,SN,,,D98,Temple Owls
https://premium.pff.com/ncaa/players/2021/REGPO/chelen-garnes/100968/snaps,100968,Chelen Garnes,Chelen,Garnes,2024,S,511,,S,,,D9,Wake Forest Demon Deacons
https://premium.pff.com/ncaa/players/2021/REGPO/jalen-sims/100987/snaps,100987,Ja'Len Sims,Ja'Len,Sims,2023,LB,602,,RS,,,D43,Memphis Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/nicholas-straw/100994/snaps,100994,Nicholas Straw,Nicholas,Straw,2023,ED,602,,J,,,D51,Navy Midshipmen
https://premium.pff.com/ncaa/players/2021/REGPO/demaurez-bellamy/100998/snaps,100998,Demaurez Bellamy,Demaurez,Bellamy,2023,LB,510,,J,,,D20,USF Bulls
https://premium.pff.com/ncaa/players/2021/REGPO/nick-lerew/101004/snaps,101004,Nick Lerew,Nick,Lerew,2023,LB,600,,J,,,D35,SMU Mustangs
https://premium.pff.com/ncaa/players/2021/REGPO/mitchell-kulkin/101005/snaps,101005,Mitchell Kulkin,Mitchell,Kulkin,2022,LB,600,,RJ,,,D40,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/alefosio-saipaia/101014/snaps,101014,Alefosio Saipaia,Alefosio,Saipaia,2023,DI,600,,J,,,D99,Navy Midshipmen
https://premium.pff.com/ncaa/players/2021/REGPO/jacob-dingle/101077/snaps,101077,Jacob Dingle,Jacob,Dingle,2023,S,511,,J,,,D29,Cincinnati Bearcats
https://premium.pff.com/ncaa/players/2021/REGPO/jaquan-sheppard/101078/snaps,101078,Jaquan Sheppard,Jaquan,Sheppard,2023,CB,602,,J,,,D5,Cincinnati Bearcats
https://premium.pff.com/ncaa/players/2021/REGPO/mannie-nunnery/101079/snaps,101079,Mannie Nunnery,Mannie,Nunnery,2024,LB,602,,RF,,,D14,Houston Cougars
https://premium.pff.com/ncaa/players/2021/REGPO/terrell-adams/101080/snaps,101080,Terrell Adams,Terrell,Adams,2023,LB,600,,J,,,D41,Navy Midshipmen
https://premium.pff.com/ncaa/players/2021/REGPO/john-marshall/101082/snaps,101082,John Marshall,John,Marshall,2023,LB,602,,J,,,D1,Navy Midshipmen
https://premium.pff.com/ncaa/players/2021/REGPO/taylor-robinson/101083/snaps,101083,Taylor Robinson,Taylor,Robinson,2023,S,600,,J,,,D9,Navy Midshipmen
https://premium.pff.com/ncaa/players/2021/REGPO/jaise-oliver/101091/snaps,101091,Jaise Oliver,Jaise,Oliver,2023,S,602,,RS,,,D25,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/jett-hendrix/101092/snaps,101092,Jett Hendrix,Jett,Hendrix,2022,S,600,,RJ,,,D28,Tulsa Golden Hurricane
https://premium.pff.com/ncaa/players/2021/REGPO/joshua-adams/101097/snaps,101097,Joshua Adams,Joshua,Adams,2023,S,600,,J,,,D14,Navy Midshipmen
https://premium.pff.com/ncaa/players/2021/REGPO/javon-ivory/101116/snaps,101116,Javon Ivory,Javon,Ivory,2023,WR,602,,RS,,,13,Memphis Tigers
https://premium.pff.com/ncaa/players/2021/REGPO/noah-tumblin/101140/snaps,101140,Noah Tumblin,Noah,Tumblin,2024,CB,602,,S,,,D10,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/markel-reed/101142/snaps,101142,Markel Reed,Markel,Reed,2023,CB,600,,J,,,D8,Boise State Broncos
https://premium.pff.com/ncaa/players/2021/REGPO/blake-harrington/101144/snaps,101144,Blake Harrington,Blake,Harrington,2024,LB,511,,S,,,D25,Wyoming Cowboys
https://premium.pff.com/ncaa/players/2021/REGPO/cam-lampkin/101146/snaps,101146,Cam Lampkin,Cam,Lampkin,2023,CB,510,,J,,,D6,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/charlie-bostic-iii/101147/snaps,101147,Charlie Bostic III,Charlie,Bostic III,2025,CB,511,,F,,,D25,San Jose State Spartans
https://premium.pff.com/ncaa/players/2021/REGPO/antonio-hunt/101148/snaps,101148,Antonio Hunt,Antonio,Hunt,2022,S,510,,RJ,,,D12,New Mexico Lobos
https://premium.pff.com/ncaa/players/2021/REGPO/michael-lovett-iii/101149/snaps,101149,Michael LoVett III,Michael,LoVett III,2022,CB,600,,SN,,,D21,Texas State Bobcats
https://premium.pff.com/ncaa/players/2021/REGPO/aaron-lewis/101150/snaps,101150,Aaron Lewis,Aaron,Lewis,2022,CB,509,,SN,,,D28,UNLV Rebels
https://premium.pff.com/ncaa/players/2021/REGPO/christian-swint/101154/snaps,101154,Christian Swint,Christian,Swint,2022,CB,511,,SN,,,D38,Nevada Wolf Pack
https://premium.pff.com/ncaa/players/2021/REGPO/reggie-strong/101155/snaps,101155,Reggie Strong,Reggie,Strong,2024,CB,511,,S,,,D7,Fresno State Bulldogs
https://premium.pff.com/ncaa/players/2021/REGPO/lj-early/101156/snaps,101156,LJ Early,LJ,Early,2022,S,510,,SN,,,D27,Fresno State Bulldogs
https://premium.pff.com/ncaa/players/2021/REGPO/corvan-taylor/101157/snaps,101157,Corvan Taylor,Corvan,Taylor,2022,S,602,,SN,,,D21,Air Force Falcons
https://premium.pff.com/ncaa/players/2021/REGPO/david-eure/101160/snaps,101160,David Eure,David,Eure,2022,CB,511,,SN,,,D33,Air Force Falcons
https://premium.pff.com/ncaa/players/2021/REGPO/isaiah-bagnah/101162/snaps,101162,Isaiah Bagnah,Isaiah,Bagnah,2023,ED,604,,RS,,,D30,Boise State Broncos
https://premium.pff.com/ncaa/players/2021/REGPO/michael-callahan/101165/snaps,101165,Michael Callahan,Michael,Callahan,2023,DI,603,,RS,,,D92,Boise State Broncos
https://premium.pff.com/ncaa/players/2021/REGPO/teagan-liufau/101167/snaps,101167,Teagan Liufau,Teagan,Liufau,2024,ED,603,,S,,,D49,Wyoming Cowboys
https://premium.pff.com/ncaa/players/2021/REGPO/addison-trupp/101168/snaps,101168,Addison Trupp,Addison,Trupp,2024,ED,602,,S,,,D46,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/kaleo-neves/101169/snaps,101169,Kaleo Neves,Kaleo,Neves,2024,LB,601,,S,,,D47,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/aj-vongphachanh/101172/snaps,101172,AJ Vongphachanh,AJ,Vongphachanh,2023,LB,602,,J,,,D10,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/wyatt-draeger/101173/snaps,101173,Wyatt Draeger,Wyatt,Draeger,2024,DI,604,,S,,,D45,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/jonah-tavai/101174/snaps,101174,Jonah Tavai,Jonah,Tavai,2022,DI,600,,SN,,,D66,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/dylan-taylor/101175/snaps,101175,Dylan Taylor,Dylan,Taylor,2024,DI,602,,S,,,D93,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/nassir-sims/101177/snaps,101177,Nassir Sims,Nassir,Sims,2024,DI,602,,S,,,D95,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/naki-fahina/101179/snaps,101179,Naki Fahina,Naki,Fahina,2023,DI,600,,J,,,D6,UNLV Rebels
https://premium.pff.com/ncaa/players/2021/REGPO/eliel-ehimare/101182/snaps,101182,Eliel Ehimare,Eliel,Ehimare,2022,DI,601,,SN,,,D62,UNLV Rebels
https://premium.pff.com/ncaa/players/2021/REGPO/josh-gomez/101183/snaps,101183,Josh Gomez,Josh,Gomez,2025,ED,602,,F,,,D48,San Jose State Spartans
https://premium.pff.com/ncaa/players/2021/REGPO/christopher-herrera/101186/snaps,101186,Christopher Herrera,Christopher,Herrera,2023,ED,605,,J,,,D49,Air Force Falcons
https://premium.pff.com/ncaa/players/2021/REGPO/justin-harris/101189/snaps,101189,Justin Harris,Justin,Harris,2022,ED,606,,RSN,,,D97,New Mexico Lobos
https://premium.pff.com/ncaa/players/2021/REGPO/joey-noble/101190/snaps,101190,Joey Noble,Joey,Noble,2022,ED,603,,SN,,,D98,New Mexico Lobos
https://premium.pff.com/ncaa/players/2021/REGPO/ben-gansallo/101191/snaps,101191,Ben Gansallo,Ben,Gansallo,2022,ED,602,,RSN,,,D99,New Mexico Lobos
https://premium.pff.com/ncaa/players/2021/REGPO/tristan-nichols/101196/snaps,101196,Tristan Nichols,Tristan,Nichols,2022,ED,604,,G,,,D95,Nevada Wolf Pack
https://premium.pff.com/ncaa/players/2021/REGPO/noah-bush/101202/snaps,101202,Noah Bush,Noah,Bush,2022,LB,600,,SN,,,D51,Air Force Falcons
https://premium.pff.com/ncaa/players/2021/REGPO/garret-fountain/101214/snaps,101214,Garret Fountain,Garret,Fountain,2024,ED,604,,S,,,D39,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/michael-shawcroft/101215/snaps,101215,Michael Shawcroft,Michael,Shawcroft,2023,LB,602,,J,,,D46,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/jacoby-windmon/101226/snaps,101226,Jacoby Windmon,Jacoby,Windmon,2023,LB,602,,J,,,D4,UNLV Rebels
https://premium.pff.com/ncaa/players/2021/REGPO/kyle-beaudry/101227/snaps,101227,Kyle Beaudry,Kyle,Beaudry,2023,LB,601,,J,,,D44,UNLV Rebels
https://premium.pff.com/ncaa/players/2021/REGPO/jordan-cobbs/101229/snaps,101229,Jordan Cobbs,Jordan,Cobbs,2024,LB,601,,S,,,D44,San Jose State Spartans
https://premium.pff.com/ncaa/players/2021/REGPO/devin-sanders/101232/snaps,101232,Devin Sanders,Devin,Sanders,2022,LB,602,,SN,,,D19,New Mexico Lobos
https://premium.pff.com/ncaa/players/2021/REGPO/brandon-gooding/101278/snaps,101278,Brandon Gooding,Brandon,Gooding,2022,ED,605,,SN,,,D45,Air Force Falcons
https://premium.pff.com/ncaa/players/2021/REGPO/kyron-white/101307/snaps,101307,Kyron White,Kyron,White,2024,S,511,,S,,,D19,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/patrick-mcmorris/101309/snaps,101309,Patrick McMorris,Patrick,McMorris,2023,S,600,,J,,,D33,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/adonis-brown/101310/snaps,101310,Adonis Brown,Adonis,Brown,2023,CB,600,,J,,,D48,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/jl-skinner/101311/snaps,101311,JL Skinner,JL,Skinner,2023,S,604,,J,,,D0,Boise State Broncos
https://premium.pff.com/ncaa/players/2021/REGPO/alexander-teubner/101313/snaps,101313,Alexander Teubner,Alexander,Teubner,2023,S,511,,RS,,,D34,Boise State Broncos
https://premium.pff.com/ncaa/players/2021/REGPO/troy-lefeged-jr/101315/snaps,101315,Troy Lefeged Jr.,Troy,Lefeged Jr.,2022,S,510,,G,,,D4,Texas State Bobcats
https://premium.pff.com/ncaa/players/2021/REGPO/cash-gilliam/101316/snaps,101316,Cash Gilliam,Cash,Gilliam,2022,LB,600,,SN,,,D5,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/patrick-maddox/101319/snaps,101319,Patrick Maddox,Patrick,Maddox,2023,CB,510,,J,,,D30,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/bj-johnson/101321/snaps,101321,B.J. Johnson,B.J.,Johnson,2025,S,602,,F,,,D19,San Jose State Spartans
https://premium.pff.com/ncaa/players/2021/REGPO/jerrick-reed-ii/101322/snaps,101322,Jerrick Reed II,Jerrick,Reed II,2022,S,510,,SN,,,D9,New Mexico Lobos
https://premium.pff.com/ncaa/players/2021/REGPO/sefo-mailangi/101324/snaps,101324,Sefo Mailangi,Sefo,Mailangi,2022,ED,604,,SN,,,D55,San Diego State Aztecs
https://premium.pff.com/ncaa/players/2021/REGPO/ajani-carter/101343/snaps,101343,Ajani Carter,Ajani,Carter,2023,S,600,,J,,,D12,Utah State Aggies
https://premium.pff.com/ncaa/players/2021/REGPO/marquis-wilson/101363/snaps,101363,Marquis Wilson,Marquis,Wilson,2023,CB,511,,J,,,D8,Penn State Nittany Lions
https://premium.pff.com/ncaa/players/2021/REGPO/joey-porter-jr/101364/snaps,101364,Joey Porter Jr.,Joey,Porter Jr.,2023,CB,602,,RS,,,D9,Penn State Nittany Lions
https://premium.pff.com/ncaa/players/2021/REGPO/daequan-hardy/101365/snaps,101365,Daequan Hardy,Daequan,Hardy,2023,CB,509,,RS,,,D25,Penn State Nittany Lions
https://premium.pff.com/ncaa/players/2021/REGPO/dean-engram/101367/snaps,101367,Dean Engram,Dean,Engram,2024,CB,509,,S,,,D6,Wisconsin Badgers
https://premium.pff.com/ncaa/players/2021/REGPO/semar-melvin/101368/snaps,101368,Semar Melvin,Semar,Melvin,2024,CB,511,,S,,,D20,Wisconsin Badgers
https://premium.pff.com/ncaa/players/2021/REGPO/quinton-newsome/101371/snaps,101371,Quinton Newsome,Quinton,Newsome,2024,CB,601,,S,,,D6,Nebraska Cornhuskers
https://premium.pff.com/ncaa/players/2021/REGPO/phalen-sanford/101372/snaps,101372,Phalen Sanford,Phalen,Sanford,2024,S,511,,S,,,D37,Nebraska Cornhuskers
https://premium.pff.com/ncaa/players/2021/REGPO/javin-wright/101373/snaps,101373,Javin Wright,Javin,Wright,2024,CB,604,,RF,,,D33,Nebraska Cornhuskers
https://premium.pff.com/ncaa/players/2021/REGPO/cam-allen/101374/snaps,101374,Cam Allen,Cam,Allen,2023,S,601,,J,,,D10,Purdue Boilermakers
https://premium.pff.com/ncaa/players/2021/REGPO/jalen-perry/101375/snaps,101375,Jalen Perry,Jalen,Perry,2023,CB,600,,J,,,D16,Michigan Wolverines
https://premium.pff.com/ncaa/players/2021/REGPO/dj-turner/101376/snaps,101376,DJ Turner,DJ,Turner,2023,CB,600,,J,,,D5,Michigan Wolverines
https://premium.pff.com/ncaa/players/2021/REGPO/quinten-johnson/101377/snaps,101377,Quinten Johnson,Quinten,Johnson,2023,CB,511,,J,,,D14,Michigan Wolverines
https://premium.pff.com/ncaa/players/2021/REGPO/caden-kolesar/101378/snaps,101378,Caden Kolesar,Caden,Kolesar,2023,S,510,,J,,,D35,Michigan Wolverines
https://premium.pff.com/ncaa/players/2021/REGPO/keshaun-harris/101381/snaps,101381,Keshaun Harris,Keshaun,Harris,2023,CB,511,,J,,,D18,Michigan Wolverines
https://premium.pff.com/ncaa/players/2021/REGPO/deonte-banks/101384/snaps,101384,Deonte Banks,Deonte,Banks,2023,CB,601,,J,,,D33,Maryland Terrapins
https://premium.pff.com/ncaa/players/2021/REGPO/lavonte-gater/101385/snaps,101385,Lavonte Gater,Lavonte,Gater,2023,CB,510,,J,,,D37,Maryland Terrapins
https://premium.pff.com/ncaa/players/2021/REGPO/devon-witherspoon/101388/snaps,101388,Devon Witherspoon,Devon,Witherspoon,2024,CB,600,,S,,,D31,Illinois Fighting Illini
https://premium.pff.com/ncaa/players/2021/REGPO/tiawan-mullen/101394/snaps,101394,Tiawan Mullen,Tiawan,Mullen,2023,CB,510,,J,,,D3,Indiana Hoosiers
https://premium.pff.com/ncaa/players/2021/REGPO/larry-tracy-iii/101395/snaps,101395,Larry Tracy III,Larry,Tracy III,2023,CB,511,,RS,,,D14,Indiana Hoosiers
https://premium.pff.com/ncaa/players/2021/REGPO/josh-sanguinetti/101396/snaps,101396,Josh Sanguinetti,Josh,Sanguinetti,2023,S,601,,RS,,,D19,Indiana Hoosiers
https://premium.pff.com/ncaa/players/2021/REGPO/dane-belton/101398/snaps,101398,Dane Belton,Dane,Belton,2022,S,601,,J,,,D4,Iowa Hawkeyes
https://premium.pff.com/ncaa/players/2021/REGPO/jermari-harris/101401/snaps,101401,Jermari Harris,Jermari,Harris,2024,CB,601,,S,,,D27,Iowa Hawkeyes
https://premium.pff.com/ncaa/players/2021/REGPO/sebastian-castro/101402/snaps,101402,Sebastian Castro,Sebastian,Castro,2024,CB,511,,S,,,D29,Iowa Hawkeyes
https://premium.pff.com/ncaa/players/2021/REGPO/kyler-fisher/101403/snaps,101403,Kyler Fisher,Kyler,Fisher,2024,S,511,,S,,,D37,Iowa Hawkeyes
https://premium.pff.com/ncaa/players/2021/REGPO/smith-vilbert/101408/snaps,101408,Smith Vilbert,Smith,Vilbert,2023,ED,606,,RS,,,D92,Penn State Nittany Lions
https://premium.pff.com/ncaa/players/2021/REGPO/gio-paez/101409/snaps,101409,Gio Paez,Gio,Paez,2024,DI,603,,S,,,D94,Wisconsin Badgers
https://premium.pff.com/ncaa/players/2021/REGPO/rodas-johnson/101410/snaps,101410,Rodas Johnson,Rodas,Johnson,2024,DI,602,,S,,,D56,Wisconsin Badgers
https://premium.pff.com/ncaa/players/2021/REGPO/michael-fletcher/101411/snaps,101411,Michael Fletcher,Michael,Fletcher,2023,ED,606,,RS,,,D5,Michigan State Spartans
https://premium.pff.com/ncaa/players/2021/REGPO/logan-lee/101416/snaps,101416,Logan Lee,Logan,Lee,2024,DI,605,,S,,,D85,Iowa Hawkeyes
https://premium.pff.com/ncaa/players/2021/REGPO/christopher-hinton/101418/snaps,101418,Christopher Hinton,Christopher,Hinton,2022,DI,604,,J,,,D15,Michigan Wolverines
https://premium.pff.com/ncaa/players/2021/REGPO/mazi-smith/101419/snaps,101419,Mazi Smith,Mazi,Smith,2023,DI,603,,J,,,D58,Michigan Wolverines
https://premium.pff.com/ncaa/players/2021/REGPO/david-ojabo/101420/snaps,101420,David Ojabo,David,Ojabo,2022,ED,605,,J,,,D55,Michigan Wolverines
